"Job vacancies, payroll employees, job vacancy rate, and average offered hourly wage by industry sub-sector, quarterly, unadjusted for seasonality c 1 2"
"Frequency: Quarterly"
"Table: 14-10-0442-01"
"Release date: 2026-03-17"
"Geography: Canada, Province or territory"
""
""

,"Geography","Newfoundland and Labrador",,,,"Prince Edward Island",,,,"Nova Scotia",,,,"New Brunswick",,,,"Quebec",,,,"Ontario",,,,"Manitoba",,,,"Saskatchewan",,,,"Alberta",,,,"British Columbia",,,,"Yukon",,,,"Northwest Territories",,,,"Nunavut",,,
"Construction  [23]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","F","F","465D","580E","F","350E","185E","345E","1,050D","1,205D","1,220C","1,775C","905D","1,470C","1,265D","935C","10,960B","12,700B","15,550B","14,890B","13,380B","20,895B","25,495B","20,615B","1,545C","1,680C","1,755C","1,840C","400E","1,695D","1,740D","1,465C","6,250C","8,345B","9,795B","9,730B","11,530B","13,435B","17,450B","16,575B","F","165E","195E","F","F","350E","F","F","F","F","45E","F"
,"Payroll employees 4 6","12,845A","13,185A","15,875A","16,005A","4,380C","4,965C","5,250C","4,965C","22,400A","23,165A","25,930A","25,740A","16,565A","17,105A","21,600A","21,620A","192,015A","213,715A","230,745A","244,660A","340,210A","352,800A","388,370A","391,685A","31,595A","32,985A","37,375A","37,085A","25,040A","26,580A","31,385A","30,585A","149,170A","156,710A","173,235A","177,960A","164,625A","168,525A","177,610A","178,520A","1,920D","2,575D","2,380D","1,760D","1,900D","2,580D","1,930D","2,165D","525D","885E","870D","795D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","F","F","2.8D","3.5E","F","6.6D","3.4E","6.5D","4.5D","4.9D","4.5C","6.4C","5.2D","7.9C","5.5D","4.1C","5.4B","5.6B","6.3B","5.7B","3.8B","5.6B","6.2B","5.0B","4.7C","4.8C","4.5C","4.7C","1.6E","6.0C","5.3C","4.6C","4.0C","5.1B","5.4B","5.2B","6.5B","7.4B","8.9B","8.5B","F","6.1E","7.5E","F","F","12.0D","F","10.8E","F","4.1E","4.7D","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","27.85D","24.20E","21.20B","23.30B","21.00E","21.45A","20.55B","21.00B","19.85A","20.85A","19.85A","22.05A","20.35A","18.65A","19.35A","22.15B","27.30A","27.50A","28.05A","27.60A","24.35A","26.10A","25.50A","26.65A","22.20A","21.60A","22.20A","23.55A","26.05B","22.95A","25.10B","25.35A","27.00A","26.35A","27.85A","26.65A","26.75A","26.00A","28.50A","27.65A","F","27.65B","26.80B","31.10B","39.65A","33.60B","31.30D","27.55B","F","34.50E","36.80A","F"
"Manufacturing  [31-33]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","130D","455D","175D","135D","225D","400D","455C","565C","995B","1,360B","1,150B","1,495B","1,145B","1,940C","1,910C","1,720B","20,350A","25,325A","30,360A","31,560A","19,165A","23,565A","31,565A","30,675A","1,265B","1,530B","1,550B","1,820B","520C","600B","780B","835B","2,280B","3,550B","4,605B","4,170B","6,055B","7,105B","8,575B","8,425B","F","F","F","F","F","0","F","F","F","F","F","0"
,"Payroll employees 4 6","6,475A","11,005B","13,640A","8,590A","5,915C","5,035C","6,540C","7,795C","29,950A","30,905A","33,140A","31,285A","28,045A","30,535A","32,955A","30,805A","416,250A","424,280A","438,680A","439,975A","645,235A","647,190A","665,145A","663,255A","54,910A","54,950A","56,095A","55,790A","23,490A","24,200A","24,595A","24,575A","109,610A","113,070A","118,610A","118,455A","148,140A","149,755A","155,410A","154,425A","F","F","330E","F","F","F","F","F","F","F","F","65E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","1.9D","4.0D","1.3D","1.6D","3.7D","7.4D","6.5C","6.8C","3.2B","4.2B","3.4B","4.6B","3.9B","6.0C","5.5B","5.3B","4.7A","5.6A","6.5A","6.7A","2.9A","3.5A","4.5A","4.4A","2.3B","2.7B","2.7B","3.2B","2.2C","2.4B","3.1B","3.3B","2.0B","3.0B","3.7B","3.4B","3.9B","4.5B","5.2B","5.2B","6.2E","12.9E","F","F","F","0.0","F","F","F","F","F","0.0"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","19.85B","18.85B","18.65B","24.00B","15.75A","15.95A","16.25A","17.60A","18.35A","18.50A","19.25A","18.55A","18.55A","17.20A","16.95A","17.65A","20.90A","21.55A","21.65A","21.95A","22.80A","22.25A","22.15A","22.75A","21.15A","21.20A","20.65A","19.95A","21.10A","23.30A","22.00A","23.45A","24.95A","24.85A","24.70A","25.70A","23.85A","22.70A","21.75A","23.50A","27.45E","19.65E","F","20.30E","F","..","F","F","F","F","F",".."
"Wholesale trade  [41]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","105E","130E","130E","115E","F","80E","75D","F","215D","310C","410D","650C","345D","460C","705D","550C","6,655B","9,595B","9,240A","9,810A","9,430B","12,340B","12,835B","13,085A","470D","650D","585D","555D","655D","860C","610C","705D","2,120C","2,580C","2,735B","2,910B","3,310C","4,430C","4,890B","4,450B","40E","F","F","F","0","F","0","F","F","F","F","F"
,"Payroll employees 4 6","6,290A","6,630A","7,480A","6,595A","1,890D","2,265D","1,705C","1,865D","13,775A","14,215A","14,720A","13,440A","9,265A","9,650A","10,455A","10,335A","171,450A","172,905A","176,850A","176,790A","340,465A","339,420A","344,435A","347,685A","23,390A","23,010A","23,120A","23,455A","24,025A","24,095A","24,710A","24,820A","92,970A","93,280A","93,730A","94,155A","94,185A","95,810A","97,485A","96,960A","505E","F","435E","F","x","F","635E","520E","x","F","F","F"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","1.6E","1.9E","1.7E","1.7E","F","3.3E","4.3D","1.8E","1.5D","2.1C","2.7D","4.6C","3.6C","4.5C","6.3D","5.1C","3.7B","5.3B","5.0A","5.3A","2.7B","3.5B","3.6B","3.6A","2.0D","2.7D","2.5D","2.3D","2.6D","3.4C","2.4C","2.8D","2.2C","2.7C","2.8B","3.0B","3.4C","4.4C","4.8B","4.4B","7.1E","8.8E","7.8E","F","x","F","0.0","F","x","10.6E","11.6E","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","19.60C","19.25B","22.30B","22.10B","F","16.35B","15.20A","20.30B","19.40B","19.05A","20.35B","20.40B","19.20A","18.65A","17.65A","17.35A","22.35A","21.90A","22.70A","23.15A","25.55A","25.25A","26.10A","26.95A","23.75A","20.95A","23.45B","21.35A","23.75A","22.40A","23.25A","22.15A","24.25A","24.85A","26.00A","27.75A","22.95A","23.55A","22.80A","23.20A","24.10E","24.00E","23.45C","F","..","F","..","F","F","41.10B","37.90E","F"
"Retail trade  [44-45]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","490E","760C","1,160C","1,380C","280E","580E","515D","640D","1,285C","1,815C","2,260C","2,865B","1,335D","1,740C","1,965B","2,340B","15,730B","22,725A","28,360A","29,390A","17,075B","29,695B","35,640A","40,775A","1,750D","1,815C","2,320C","2,295C","1,725C","2,550B","2,580C","2,415C","5,095B","9,380B","10,495B","11,490B","9,935B","13,345B","18,280B","19,760B","65E","F","145E","180D","F","F","195E","135E","F","F","F","75D"
,"Payroll employees 4 6","29,230A","28,575A","30,355A","30,540A","10,345C","11,315C","10,030C","9,835C","57,925A","58,255A","60,440A","60,910A","43,020A","43,325A","45,640A","45,265A","415,935A","432,315A","448,425A","451,275A","684,485A","685,695A","708,445A","725,135A","66,275A","67,485A","69,040A","68,675A","61,020A","61,890A","63,265A","62,880A","234,210A","236,905A","245,405A","248,225A","276,295A","277,855A","282,915A","285,525A","2,510C","2,660D","2,950D","3,670D","2,935D","2,630E","3,470D","3,260D","F","F","F","2,310D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","1.7E","2.6C","3.7C","4.3C","2.6D","4.9D","4.9D","6.1D","2.2C","3.0C","3.6B","4.5B","3.0D","3.9B","4.1B","4.9B","3.6B","5.0A","5.9A","6.1A","2.4B","4.2B","4.8A","5.3A","2.6D","2.6C","3.2C","3.2C","2.7C","4.0B","3.9B","3.7C","2.1B","3.8B","4.1B","4.4B","3.5B","4.6B","6.1B","6.5B","2.5E","2.5E","4.6D","4.6C","F","F","5.3D","3.9E","F","F","F","3.1D"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","15.10A","15.25B","14.35A","16.95B","14.45B","16.75B","16.55B","15.55A","16.45B","14.65A","14.35A","14.45A","13.25A","13.05A","14.20A","13.35A","16.10A","15.80A","16.05A","16.15A","17.50A","17.30A","16.65A","16.80A","15.15A","14.90A","14.55A","14.45A","16.55B","15.50A","15.20A","15.35A","17.45A","17.00A","17.70A","18.05A","17.80A","18.05A","18.35A","17.90A","18.60B","17.95B","18.25A","19.05B","17.20E","22.20D","17.20B","19.95B","F","F","21.60D","19.55A"
"Transportation and warehousing  [48-49]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","x","350D","190D","200D","60D","80E","60E","115E","750D","890C","1,040B","870C","585D","610C","700D","650C","6,730C","7,435C","7,515C","9,020C","7,280B","9,615B","12,805B","14,155B","1,845D","2,325E","2,255C","2,445C","670D","570C","1,095C","735C","3,605C","4,325C","6,350B","6,815B","5,460C","6,510C","10,050C","8,905B","F","90E","40E","x","x","F","F","F","F","F","F","x"
,"Payroll employees 4 6","9,115A","9,240A","9,505A","9,235A","1,710D","1,620D","2,010E","2,195D","16,940A","16,570A","17,365A","17,795A","16,050A","15,700A","16,490A","16,305A","161,740A","159,070A","159,045B","166,020A","289,705A","282,280A","283,170A","286,975A","34,725A","35,035A","35,985A","36,460A","18,155A","17,915A","18,260A","18,305A","103,190A","101,440A","102,425A","104,680A","113,390A","112,725A","114,970A","115,270A","1,450D","1,335D","960D","1,220D","1,515D","1,880E","1,545D","1,510E","1,030D","1,825E","905E","865D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","x","3.7D","2.0D","2.1C","3.3D","4.6E","3.0E","5.0D","4.2D","5.1C","5.6B","4.7C","3.5D","3.7C","4.1D","3.8C","4.0C","4.5B","4.5C","5.2B","2.5B","3.3B","4.3B","4.7B","5.0D","6.2E","5.9C","6.3C","3.6D","3.1C","5.7C","3.9C","3.4C","4.1C","5.8B","6.1B","4.6C","5.5C","8.0C","7.2B","3.0E","6.2D","4.2E","x","x","F","F","3.3E","F","3.8D","F","x"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","x","21.60C","23.45B","22.10B","23.70B","20.90B","24.25B","19.65C","17.25A","19.15A","21.50A","19.75A","19.65A","18.80A","21.45B","20.75C","19.90B","21.70A","22.55A","22.15A","23.65A","23.45A","23.45A","22.45A","21.40A","21.70B","21.20A","21.25A","22.60B","23.30A","24.35A","24.85A","23.95B","24.55A","26.35A","26.80A","24.10A","24.60A","24.65C","24.50A","23.60E","25.20C","22.35B","x","x","22.00E","39.25E","20.35E","F","20.35A","F","x"
"Information and cultural industries  [51]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","x","F","F","95D","0","F","F","F","365E","235D","280D","385C","F","320E","275D","395C","2,600B","2,610B","3,715B","3,630B","4,500B","6,525B","10,235C","8,145B","475D","F","910D","480E","230D","245D","345C","300D","515C","580D","965D","995D","2,355C","2,375C","3,010B","3,610B","x","F","40E","F","x","F","F","40E","F","F","F","F"
,"Payroll employees 4 6","4,460C","4,665A","5,110A","4,855B","F","F","F","F","6,760B","6,775A","7,270A","7,295A","5,350E","5,550D","6,365A","6,340A","70,730A","71,665A","74,260A","76,505A","149,245A","151,005A","155,020A","159,160A","15,830C","17,050A","16,840A","17,175C","8,785A","8,845A","9,070A","9,045B","23,870B","23,260A","24,760A","25,455B","56,430A","56,215A","57,205A","59,185A","F","F","840E","845D","F","590E","F","775D","F","F","F","170E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","x","F","F","2.0D","0.0","6.4E","F","3.0E","5.2E","3.4D","3.7D","5.0C","F","5.4D","4.1D","5.8C","3.5B","3.5B","4.8B","4.5B","2.9B","4.1B","6.2C","4.9B","2.9D","F","5.1D","2.7E","2.6D","2.7D","3.7C","3.2D","2.1C","2.4D","3.8D","3.8D","4.0C","4.1C","5.0B","5.7B","x","F","4.5C","F","x","2.9E","5.5D","4.9E","F","F","F","10.3E"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","x","23.10D","18.50D","30.15C","..","16.40D","F","F","27.30D","29.10C","23.15B","24.65B","F","24.55D","23.20C","24.80B","28.55A","32.05A","29.65A","30.05B","35.05A","33.45A","29.55B","35.20A","27.65B","23.55B","19.50B","22.85D","21.15B","20.50B","20.75A","24.80D","33.80B","31.35D","30.00C","34.85D","37.30A","33.95B","34.25B","36.95A","x","F","39.15A","28.50E","x","26.20E","24.80B","25.60B","F","F","37.70E","27.50E"
"Finance and insurance  [52] 9",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","190D","190C","245D","265D","F","30C","20D","45D","505B","515C","725C","755C","320B","355C","400D","385C","5,615B","6,260A","8,210B","7,890A","11,225A","11,635A","18,555A","14,920A","760B","1,045C","995C","965D","485B","595B","945B","590B","1,365C","1,745B","2,470B","2,170B","3,225B","3,700B","3,670B","3,625B","x","20D","F","20D","x","10D","40D","25D","x","F","F","F"
,"Payroll employees 4 6","7,025C","7,615A","7,490B","7,440B","970C","805D","840D","1,080C","17,460A","17,720A","17,925A","18,000A","15,815A","15,355A","15,665A","15,300A","151,115B","155,170A","156,160A","157,785A","345,655A","349,395A","358,325A","361,005A","30,780A","31,105A","31,455A","31,535A","21,130A","21,230A","21,515A","21,660A","63,745A","64,250A","65,685A","65,945A","88,400A","89,830A","91,385A","91,890A","190D","150D","145E","220D","255D","210D","455D","310C","F","F","F","95E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","2.7D","2.4C","3.1D","3.4D","3.1E","3.6C","2.2D","4.2D","2.8B","2.8C","3.9C","4.0C","2.0B","2.2C","2.5D","2.4C","3.6B","3.9A","5.0B","4.8A","3.1A","3.2A","4.9A","4.0A","2.4B","3.2C","3.1C","3.0D","2.2B","2.7B","4.2B","2.7B","2.1C","2.6B","3.6B","3.2B","3.5B","4.0B","3.9B","3.8B","x","10.6C","3.8E","8.8C","x","4.8D","8.1B","7.4D","x","F","F","10.4E"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","26.40E","23.75A","23.45C","24.45C","27.45C","20.75A","25.10E","25.90A","27.15B","25.50A","26.90B","25.75B","25.10A","23.30A","23.80A","25.35A","27.40C","28.45A","26.75A","27.95B","32.75B","33.55A","32.55A","33.95A","28.30A","24.40A","26.30B","23.90A","29.25B","26.45A","26.45A","25.65A","28.80B","27.60A","28.00A","28.65A","28.85B","28.60B","28.35C","28.00A","x","30.10B","16.95E","32.30B","x","26.45B","34.55A","38.90A","x","F","F","25.40E"
"Real estate and rental and leasing  [53]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","x","F","F","F","F","F","F","F","F","230D","190E","140E","60E","105E","60E","90D","1,870C","2,425D","2,400B","2,650B","2,135C","2,745C","2,610D","3,750B","140E","105D","F","x","190E","75D","F","100E","765D","1,010D","1,225C","1,285C","1,405E","2,020D","2,170C","2,150C","F","F","F","x","x","F","F","F","F","F","F","F"
,"Payroll employees 4 6","2,010A","2,035A","2,195A","2,130A","635E","415E","545E","610E","5,220A","5,190A","5,465A","5,595A","3,590A","3,700A","3,925A","4,020A","47,115A","48,145A","51,435A","52,140A","100,965A","99,550A","104,860A","108,545A","8,065A","7,735A","8,080A","7,975A","5,025A","4,945A","5,265A","5,245A","36,560A","36,540A","37,715A","37,805A","41,700A","42,010A","43,900A","45,300A","270E","F","275E","F","455E","F","F","645E","500E","F","670E","800D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","x","F","F","F","F","F","F","F","F","4.3D","3.3E","2.5E","1.7E","2.8E","1.5E","2.2D","3.8C","4.8D","4.5B","4.8B","2.1C","2.7C","2.4D","3.3B","1.7E","1.3D","F","x","3.6E","1.5D","F","1.9E","2.0D","2.7D","3.1C","3.3C","3.3D","4.6D","4.7C","4.5C","F","F","F","x","x","F","5.4E","F","F","F","F","F"
